Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
58	36576.336	1242.4535	38057.977	35153.457	167.2	3953.023	6572.5293	29891.51	-7745.6	59000	-3.0457972e-08	212620900.0	-0.0019784563	-134762500.0	0.64680326	0.033762984	0.289	3.0	7011.858610868454
59	-7625.6953	19132.31	33860.242	-21845.953	161.83333	12535.774	6196.4966	35489.105	-1560.1068	60000	6.437302e-08	369115460.0	-0.018903138	-266846780.0	0.7433963	0.010653483	0.113	79.0	7124.432827472687
60	28616.363	18434.408	40163.24	-8143.828	145.6	-755.0762	8329.088	24475.598	-14699.59	61000	-3.3378602e-09	229126700.0	-0.0147001855	-114691656.0	0.60188293	0.016077176	0.125	37.0	7232.372759819031
61	34548.31	1104.2903	36135.543	33114.89	171.2	9980.656	7300.433	31392.86	-3707.2188	62000	-1.2814999e-08	72664960.0	-0.02029293	-26061140.0	0.6054209	0.0048935697	0.096	79.0	7367.455546379089
62	13128.725	29015.818	39226.64	-26202.62	176.2	12914.403	7266.8105	38182.13	-3276.1963	63000	-2.6941299e-08	177251220.0	-0.0024975964	-62843170.0	0.678222	0.032749277	0.154	2.0	7477.811098098755
63	35852.87	5663.534	40331.008	23522.78	165.66667	8289.025	8563.56	33248.047	-9717.27	64000	-4.053116e-09	137470220.0	-0.0008456609	-70882760.0	0.59422195	0.022797424	0.181	3.0	7583.788471698761
64	25060.0	19537.793	37001.617	-13864.461	171.6	17200.14	8484.648	39448.414	-347.84897	65000	-2.6226044e-08	131427760.0	-0.020353619	-46859730.0	0.5969324	0.008622595	0.127	79.0	7693.624866962433
65	37628.504	1719.7268	39397.242	34464.605	155.16667	10333.748	7795.328	33039.33	-4277.3022	66000	-1.001358e-08	96758696.0	-0.018044405	-57817920.0	0.53620327	0.0039901333	0.1	79.0	7820.909823656082
66	37422.566	1508.8529	38563.387	34193.023	157.0	17917.535	7329.0864	40416.984	-61.051613	67000	-8.5830685e-09	33465186.0	-0.017701045	-1297734.0	0.53856134	0.008758743	0.11	79.0	7927.68664765358
67	20977.225	21367.906	38468.348	-9130.738	155.5	16428.625	6694.029	40243.99	-430.7746	68000	2.7894973e-08	140588350.0	-0.0072757555	-44488090.0	0.560858	0.020104295	0.202	3.0	8034.393450975418
68	36997.332	1864.7439	39530.074	33858.67	159.33333	11443.696	8053.0327	35397.145	-3029.6567	69000	1.3351441e-08	77403976.0	-0.014647836	-42003400.0	0.4920175	0.0115289865	0.093	79.0	8155.442073106766
69	36940.207	3249.6982	40593.516	32689.285	162.5	17030.135	6356.4214	42124.72	686.9382	70000	-1.1086464e-08	43622612.0	-0.024671623	-1504092.0	0.55228335	0.0122377	0.132	79.0	8268.306839704514
70	37024.074	1832.4062	39224.13	34145.926	167.0	17684.215	6548.6284	43523.473	664.39954	71000	-7.1525574e-10	42319570.0	-0.018702338	-3471480.0	0.51878023	0.012641179	0.108	79.0	8384.607058525085
71	38362.434	1605.1754	40544.203	36083.4	151.0	16765.3	6919.8267	44297.47	300.85413	72000	-4.768372e-10	36802144.0	-0.005569504	-2646400.0	0.5467395	0.015591061	0.132	3.0	8500.98184633255
72	37227.78	252.75195	37480.53	36975.027	161.5	6624.192	10752.382	41509.316	-4461.5747	73000	-1.5735626e-08	122907460.0	-0.016615074	-73469370.0	0.5668145	0.0010051465	0.093	79.0	8621.765520572662
73	35913.816	2537.1807	37902.72	31574.879	169.75	7336.0796	11737.595	44518.754	-10667.79	74000	-2.861023e-09	45906700.0	-0.014997811	-5649844.0	0.5558728	0.01404059	0.137	79.0	8738.378730297089
74	36608.668	801.7922	37986.86	35587.977	162.5	15889.148	7354.603	45172.67	-7314.0005	75000	-1.2874604e-08	40377588.0	-0.015567856	-4999052.0	0.52442575	0.014514862	0.091	63.0	8849.169862270355
75	37364.277	1665.8846	38904.652	33820.367	156.0	16636.707	8129.0117	44342.445	-6388.797	76000	5.722046e-09	32309330.0	-0.01384704	-3601970.0	0.4494506	0.016427958	0.114	11.0	8964.999305725098
76	38356.527	1064.5621	40602.156	37400.887	152.66667	18669.76	7621.951	43314.344	-4969.576	77000	-1.502037e-08	30109700.0	-0.0035980197	-1351000.0	0.46860784	0.017740175	0.109	5.0	9071.560530662537
77	24904.918	20373.979	37373.2	-15757.958	173.8	17759.604	7828.38	42122.605	-4991.818	78000	-2.6702882e-08	196834290.0	-0.014848247	-62265120.0	0.5377187	0.0173713	0.11	12.0	9178.088363647461
78	28841.445	10903.0625	38608.945	10627.384	219.75	11962.245	8742.76	39481.28	-6319.8525	79000	3.0994416e-09	222685760.0	-0.015364412	-66606336.0	0.55649817	0.0023476009	0.071	79.0	9323.635088443756
79	36867.652	1110.2124	38806.277	35635.355	164.33333	8636.068	4592.6465	18060.28	-6487.2656	80000	4.774332e-08	133593816.0	-0.015694598	-89376370.0	0.50166863	0.012884348	0.106	79.0	9439.143740653992
80	36163.348	1582.827	38099.79	33874.895	166.8	17036.014	4375.936	27753.13	345.9841	81000	-1.1920929e-09	42661340.0	-0.0069315303	-7492576.0	0.4871353	0.016947983	0.143	13.0	9574.708796977997
81	36455.89	2731.061	40106.95	33166.453	194.8	15944.779	4661.2734	30363.867	-3095.15	82000	-1.6689301e-09	61150396.0	-0.017869985	-3236232.0	0.56879103	0.009327112	0.107	79.0	9685.550793647766
82	36520.156	1294.9042	38749.426	34748.523	165.16667	15634.236	5827.2656	31908.639	-4573.103	83000	1.2874604e-08	45832216.0	-0.0066648717	-5447828.0	0.5402289	0.016386352	0.16	5.0	9797.730705738068
83	38167.926	1642.156	40699.56	35528.832	171.6	17535.455	5567.022	34031.387	-4992.0664	84000	1.9073487e-09	61788124.0	-0.005525053	-6240396.0	0.5333591	0.015884848	0.125	8.0	9909.946216106415
84	38259.094	1668.1407	40211.668	35544.402	155.66667	14903.136	6254.7593	33302.633	-3920.3203	85000	-9.834767e-09	63126530.0	-0.019645315	-13415344.0	0.42693707	0.011492794	0.08	79.0	10030.717349529266
85	37959.51	1251.9349	39429.88	35836.79	160.66667	18955.752	5990.368	35475.055	-204.0208	86000	7.867813e-09	45808812.0	-0.021501254	-898928.0	0.509247	0.00794309	0.083	79.0	10151.139037847519
86	36946.375	1023.69037	38523.96	35752.277	164.5	18261.229	6517.6064	35472.04	529.101	87000	1.7642975e-08	40047716.0	-0.012763203	-2158528.0	0.4584427	0.009196524	0.071	79.0	10266.923848628998
